"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"POLE3",0,0.282541264680403,0.867,0.561,0,"6","POLE3"
"NCAPD3",0,0.282420645671987,0.696,0.266,0,"6","NCAPD3"
"NUSAP1.5",0,0.278443078925479,0.687,0.208,0,"6","NUSAP1"
"POLD2",0,0.275518971327206,0.716,0.309,0,"6","POLD2"
"FANCI",0,0.274343853675486,0.528,0.093,0,"6","FANCI"
"VRK1",0,0.273780320196106,0.722,0.317,0,"6","VRK1"
"MRPS26",0,0.273349112809137,0.851,0.55,0,"6","MRPS26"
"POP7",0,0.272632080049038,0.841,0.523,0,"6","POP7"
"RPA2",0,0.270236865790594,0.841,0.552,0,"6","RPA2"
"NCAPG",0,0.269503806355167,0.475,0.052,0,"6","NCAPG"
"PKMYT1",0,0.268740517384253,0.464,0.027,0,"6","PKMYT1"
"COPS3",0,0.267871623805537,0.933,0.733,0,"6","COPS3"
"SNRPA1",0,0.267107028404179,0.806,0.499,0,"6","SNRPA1"
"FANCA",0,0.265473920472896,0.553,0.068,0,"6","FANCA"
"RBBP8",0,0.264250348459182,0.585,0.169,0,"6","RBBP8"
"SLC1A5",0,0.261973277730258,0.75,0.376,0,"6","SLC1A5"
"PSMG1",0,0.260104477417273,0.851,0.58,0,"6","PSMG1"
"TIMELESS",0,0.258238390506987,0.593,0.152,0,"6","TIMELESS"
"EEF1E1",0,0.255488293320511,0.81,0.496,0,"6","EEF1E1"
"CENPH",0,0.254173583405232,0.561,0.109,0,"6","CENPH"
"MYO19",0,0.248906679432444,0.597,0.16,0,"6","MYO19"
"C21orf58",0,0.248371717139742,0.547,0.103,0,"6","C21orf58"
"ARL6IP6",0,0.242815138968249,0.706,0.342,0,"6","ARL6IP6"
"RBL1",0,0.241825498041215,0.559,0.113,0,"6","RBL1"
"RPL35",0,0.240150854305141,1,1,0,"6","RPL35"
"EXOSC8",0,0.237954759519915,0.738,0.383,0,"6","EXOSC8"
"MND1",0,0.235817709761598,0.432,0.044,0,"6","MND1"
"TPX2.5",0,0.234970008566727,0.633,0.13,0,"6","TPX2"
"RAD51C",0,0.232218452664585,0.664,0.307,0,"6","RAD51C"
"WDHD1",0,0.232201430615216,0.518,0.061,0,"6","WDHD1"
"MTHFD1",0,0.229694372773595,0.598,0.218,0,"6","MTHFD1"
"TIPIN",0,0.226928809221483,0.553,0.14,0,"6","TIPIN"
"ZNF367",0,0.226312320917816,0.461,0.016,0,"6","ZNF367"
"DSN1",0,0.223699584208506,0.549,0.129,0,"6","DSN1"
"FIGNL1",0,0.220232367676944,0.543,0.135,0,"6","FIGNL1"
"MELK",0,0.219627285447437,0.463,0.057,0,"6","MELK"
"EXOSC9",0,0.218212549498692,0.662,0.295,0,"6","EXOSC9"
"SFXN1",0,0.216987621758353,0.633,0.27,0,"6","SFXN1"
"SLF1",0,0.213323993033966,0.528,0.11,0,"6","SLF1"
"MCM8",0,0.211833905885323,0.489,0.074,0,"6","MCM8"
"KNL1",0,0.210644488031695,0.498,0.092,0,"6","KNL1"
"POLA2",0,0.207709735591123,0.54,0.143,0,"6","POLA2"
"RFC5",0,0.207180155833902,0.49,0.082,0,"6","RFC5"
"E2F2",0,0.205641860765968,0.391,0.015,0,"6","E2F2"
"BLM",0,0.203897736184596,0.451,0.058,0,"6","BLM"
"DSCC1",0,0.203674985570369,0.428,0.024,0,"6","DSCC1"
"NPC2.4",0,-0.217727053052949,1,1,0,"6","NPC2"
"MARCKS.3",0,-0.336282539612403,0.989,0.991,0,"6","MARCKS"
"MAF.4",0,-0.352875128932204,0.94,0.957,0,"6","MAF"
"BRI3.3",0,-0.353172458845846,0.998,0.999,0,"6","BRI3"
"PNRC1",0,-0.354118101178416,0.846,0.941,0,"6","PNRC1"
"CTSS.3",0,-0.448739725780947,0.994,0.997,0,"6","CTSS"
"LIPA.3",0,-0.528675806995014,0.938,0.956,0,"6","LIPA"
"SAT1.3",0,-0.5565446375218,0.998,1,0,"6","SAT1"
"FUCA1.3",0,-0.716953529369832,0.88,0.925,0,"6","FUCA1"
"NEAT1.4",0,-0.816804752126106,0.971,0.992,0,"6","NEAT1"
"A2M.3",4.94065645841247e-324,-0.359858373403319,0.987,0.992,1.18560933032524e-319,"6","A2M"
"CTSB.4",4.94065645841247e-324,-0.54125512452466,0.974,0.978,1.18560933032524e-319,"6","CTSB"
"LSM5",1.18575755001899e-322,0.275526578008507,0.986,0.9,2.84546239278057e-318,"6","LSM5"
"TMEM97.1",2.91498731046335e-322,0.290532228655087,0.89,0.614,6.99509504891891e-318,"6","TMEM97"
"MS4A7.3",5.99548661228353e-320,-0.652499133844779,0.817,0.881,1.43873692234968e-315,"6","MS4A7"
"NOP58",1.50654943320725e-318,0.271690917106067,0.833,0.498,3.61526667486745e-314,"6","NOP58"
"DCK",1.65689360923675e-318,0.268046411383853,0.892,0.642,3.97604759408542e-314,"6","DCK"
"RPA1",3.86282507839926e-317,0.262312652445797,0.831,0.509,9.26962134063472e-313,"6","RPA1"
"LSM3",2.05215926805592e-316,0.264094726266032,0.985,0.906,4.9245665955538e-312,"6","LSM3"
"CDK4",9.07638190771884e-316,0.263149956524502,0.799,0.464,2.17805936639529e-311,"6","CDK4"
"CENPW",7.4149750236293e-315,0.291141174165863,0.745,0.343,1.77937155642032e-310,"6","CENPW"
"ZEB2.3",3.507162165938e-314,-0.346365336882422,0.735,0.846,8.41613704960143e-310,"6","ZEB2"
"MALAT1.1",2.33460571232253e-311,-0.355824303809831,1,0.999,5.60235332786039e-307,"6","MALAT1"
"POLE4",3.02711141292695e-309,0.26263236448295,0.932,0.748,7.26415925760081e-305,"6","POLE4"
"NHP2.1",7.29034704239472e-309,0.279583205657689,0.959,0.804,1.74946457976346e-304,"6","NHP2"
"BRIX1",7.44110208553335e-307,0.220782573136288,0.693,0.341,1.78564126746544e-302,"6","BRIX1"
"ENO1.1",9.84678141205861e-307,0.332771987649146,1,0.994,2.3629321354517e-302,"6","ENO1"
"SRM",5.47610260566879e-305,0.305262819035214,0.935,0.704,1.31410034228234e-300,"6","SRM"
"DHX15",6.50858231694664e-305,0.261302827861525,0.881,0.627,1.56186449859768e-300,"6","DHX15"
"PLD3.4",5.58866457053414e-304,-0.350111605186362,0.943,0.953,1.34111183699108e-299,"6","PLD3"
"HPRT1",3.14746536125274e-303,0.244276604156765,0.856,0.587,7.55297262739819e-299,"6","HPRT1"
"NOLC1",4.02304779014789e-302,0.264461248141897,0.728,0.364,9.65410778201788e-298,"6","NOLC1"
"ASAH1.4",9.50647745686584e-300,-0.621975050682191,0.947,0.958,2.2812693953241e-295,"6","ASAH1"
"IMPA2",4.66162780870178e-298,0.222508960426492,0.71,0.368,1.11865082525417e-293,"6","IMPA2"
"RBBP4",1.12303604948905e-297,0.282958951342356,0.954,0.809,2.69494960795886e-293,"6","RBBP4"
"FCGR2A.2",6.17059738114841e-297,-0.310209044482281,0.7,0.816,1.48075825355418e-292,"6","FCGR2A"
"TEX30.1",6.86517319039851e-296,0.203862779514132,0.664,0.337,1.64743561049993e-291,"6","TEX30"
"HNRNPD",5.7753287673238e-295,0.31270482818616,0.99,0.932,1.38590564429469e-290,"6","HNRNPD"
"HNRNPR",2.0870670612839e-294,0.304402027490295,0.962,0.826,5.00833482696298e-290,"6","HNRNPR"
"CKLF.3",4.15200773457014e-289,0.296836520357043,0.999,0.99,9.96357296064797e-285,"6","CKLF"
"C1QBP.2",9.40023735366168e-289,0.31223910132234,0.994,0.932,2.25577495775819e-284,"6","C1QBP"
"CREG1.3",7.20894596784977e-288,-0.33779805700778,0.852,0.881,1.72993076390491e-283,"6","CREG1"
"HSP90AA1",1.04728951740939e-287,0.409808327558439,1,0.998,2.51318065492731e-283,"6","HSP90AA1"
"HIRIP3",4.4052268898757e-287,0.230109044909893,0.594,0.189,1.05712229676347e-282,"6","HIRIP3"
"CMKLR1.4",4.4507667846638e-286,-0.282035690301284,0.775,0.831,1.06805050531577e-281,"6","CMKLR1"
"N4BP2L2.1",1.3950910578424e-285,-0.270573591036065,0.957,0.969,3.34780001150441e-281,"6","N4BP2L2"
"HMGA1",1.66492520417289e-285,0.310480549244382,0.989,0.934,3.99532101245368e-281,"6","HMGA1"
"C5AR1.2",2.47385449432171e-285,-0.293141692748913,0.308,0.535,5.93650863002381e-281,"6","C5AR1"
"HMOX1.4",2.63021292816166e-281,-0.452745314039742,0.785,0.899,6.31172196370953e-277,"6","HMOX1"
"SERBP1",1.03856514531906e-279,0.312029969886529,0.999,0.983,2.49224477922216e-275,"6","SERBP1"
"EIF1",2.26677108523285e-279,-0.221298457462811,1,1,5.43957057323326e-275,"6","EIF1"
"MRPS34",1.10687254563341e-278,0.27689102589855,0.988,0.909,2.6561620477565e-274,"6","MRPS34"
"PGAM1",6.52170120611969e-278,0.290618237331779,0.989,0.937,1.56501263843254e-273,"6","PGAM1"
"WSB1.1",2.75898136071149e-277,-0.218863318456184,0.888,0.924,6.62072757129935e-273,"6","WSB1"
"DAB2.4",7.40590691082025e-277,-0.306719214745584,0.919,0.934,1.77719548138954e-272,"6","DAB2"
"NCL.2",5.94002549600328e-275,0.424513011745777,0.999,0.984,1.42542791827591e-270,"6","NCL"
"HMGN1",1.40609564782569e-274,0.256971085646288,1,0.992,3.37420772608731e-270,"6","HMGN1"
"FTH1.4",2.14134688872768e-274,-0.618202174611035,1,1,5.13859012887981e-270,"6","FTH1"
"MZT2A.1",2.23737853789638e-274,0.262019816981386,0.966,0.834,5.36903727738994e-270,"6","MZT2A"
"SAC3D1",2.3006990407698e-274,0.228800323458066,0.775,0.464,5.52098748813529e-270,"6","SAC3D1"
"TMEM106A",3.56014911606341e-273,-0.206774777932647,0.549,0.689,8.54328983381736e-269,"6","TMEM106A"
"NUDT8.2",6.9326812871341e-273,0.271008187930434,0.744,0.417,1.66363552847357e-268,"6","NUDT8"
"NSD2",2.76112069211547e-272,0.252475691469402,0.667,0.254,6.62586132486949e-268,"6","NSD2"
"SNRPF",1.19669143995752e-271,0.241384709991158,0.968,0.854,2.87170044846605e-267,"6","SNRPF"
"SSRP1",2.24914760118994e-270,0.278511588233802,0.802,0.475,5.3972794985755e-266,"6","SSRP1"
"SRSF3.1",3.50424804019473e-270,0.296897983433989,0.987,0.901,8.4091440220553e-266,"6","SRSF3"
"LRR1",4.01416581239276e-266,0.204975021314683,0.666,0.291,9.63279369999891e-262,"6","LRR1"
"MIF.2",2.58284406146501e-265,0.269388661602587,0.942,0.797,6.19805089429757e-261,"6","MIF"
"CREBRF.2",5.86018530154031e-265,-0.283640417925848,0.349,0.59,1.40626866681063e-260,"6","CREBRF"
"C12orf75.4",8.34913964241345e-265,0.291719250506046,0.999,0.981,2.00354303998995e-260,"6","C12orf75"
"HNRNPDL",9.12292222804648e-261,0.275070789836773,0.99,0.931,2.18922764706431e-256,"6","HNRNPDL"
"GM2A.3",5.78664356760961e-258,-0.382587244794383,0.943,0.945,1.38862085691928e-253,"6","GM2A"
"PXMP2",1.44811180278702e-257,0.215582570836549,0.606,0.242,3.47503389314801e-253,"6","PXMP2"
"PRDX2",9.79778887952062e-257,0.260925669167913,0.995,0.962,2.35117539741856e-252,"6","PRDX2"
"ATP6V0A1",6.80508546532388e-256,-0.247258830186855,0.681,0.809,1.63301635911377e-251,"6","ATP6V0A1"
"SKA2",4.38057679378757e-255,0.263409571887105,0.817,0.478,1.0512070132052e-250,"6","SKA2"
"MCMBP",5.2339162878442e-255,0.226468912966402,0.878,0.636,1.25598289159397e-250,"6","MCMBP"
"TYROBP",8.65146566507483e-255,-0.256904112853793,1,1,2.07609221564801e-250,"6","TYROBP"
"NCOA3",4.45029341602787e-253,-0.231471187773812,0.54,0.734,1.06793691104421e-248,"6","NCOA3"
"SDCBP.3",1.60155910184358e-252,-0.340896549728021,0.97,0.982,3.84326137669405e-248,"6","SDCBP"
"CMC2",3.05648772610199e-252,0.230189400087674,0.806,0.527,7.33465359632694e-248,"6","CMC2"
"MT-ND6.1",3.26896368028517e-252,0.322660513902504,0.954,0.848,7.84453214358033e-248,"6","MT-ND6"
"LSM7.1",1.4332194592174e-250,0.216753776384828,0.986,0.912,3.43929673628399e-246,"6","LSM7"
"TUBG1",2.57774445849563e-250,0.211860017579542,0.64,0.295,6.18581337705196e-246,"6","TUBG1"
"PAXX.1",3.487466173447e-250,0.221916092599554,0.909,0.684,8.36887257642077e-246,"6","PAXX"
"UBA2",1.68163239194138e-247,0.230345431813924,0.86,0.61,4.03541325094173e-243,"6","UBA2"
"CD84.3",1.80000871599454e-247,-0.262658922777811,0.803,0.848,4.31948091577211e-243,"6","CD84"
"NAP1L4",2.72878500216303e-247,0.236878974061028,0.868,0.63,6.54826536969062e-243,"6","NAP1L4"
"MTRNR2L8.4",1.26555443563785e-246,-0.310687346367216,0.989,0.988,3.03695097920015e-242,"6","MTRNR2L8"
"LACC1.3",1.81576108064761e-246,-0.229707994271502,0.97,0.971,4.35728186523008e-242,"6","LACC1"
"YWHAQ",2.26029117496945e-245,0.232767724026802,0.944,0.796,5.42402073257419e-241,"6","YWHAQ"
"ARPC5L",2.496140113381e-244,0.222845962626903,0.936,0.754,5.98998743008038e-240,"6","ARPC5L"
"NCOA4.3",1.74942360559586e-242,-0.271793286248308,0.915,0.94,4.19809182634838e-238,"6","NCOA4"
"RPL39L",3.92797238079697e-242,0.244430065129427,0.682,0.32,9.42595532219849e-238,"6","RPL39L"
"PTGES3",5.54134647132708e-242,0.274176258284275,0.996,0.952,1.32975691272436e-237,"6","PTGES3"
"RPS26",1.60498650253189e-241,0.20626903089343,1,0.999,3.85148611012578e-237,"6","RPS26"
"IPO5",7.49191658666557e-241,0.225002936991336,0.778,0.476,1.79783522330214e-236,"6","IPO5"
"MTRNR2L12.4",3.39219794882345e-240,-0.294484831860576,0.996,0.997,8.14025741779164e-236,"6","MTRNR2L12"
"ERH",4.13604811700568e-240,0.209949903326243,0.988,0.948,9.92527466637853e-236,"6","ERH"
"MAFB.3",4.79628068029425e-239,-0.355084150502399,0.764,0.827,1.15096347485021e-234,"6","MAFB"
"POLR2I",8.53573411786649e-236,0.210162433155359,0.926,0.777,2.04832011626442e-231,"6","POLR2I"
"CTSD.4",9.3973164164851e-235,-0.581272413601928,0.992,0.989,2.25507402046393e-230,"6","CTSD"
"CCR1.3",1.20480739056653e-233,-0.205161934534547,0.709,0.758,2.8911762951425e-229,"6","CCR1"
"CSE1L",8.65277832303079e-233,0.228248307970726,0.727,0.379,2.0764072141777e-228,"6","CSE1L"
"SRP9",2.13873249916598e-232,0.215031666684198,0.981,0.899,5.1323163782486e-228,"6","SRP9"
"CCNG2",5.68874553835019e-231,-0.204017943459993,0.245,0.496,1.3651282668379e-226,"6","CCNG2"
"C3AR1.1",1.3149214376325e-230,-0.258847345909737,0.924,0.952,3.15541697388671e-226,"6","C3AR1"
"GGH",4.18260364786568e-230,0.208455689087658,0.56,0.186,1.00369939737833e-225,"6","GGH"
"S100A4.3",8.15762039913691e-230,0.201615872046616,1,1,1.95758416718089e-225,"6","S100A4"
"UBC",5.63616466292296e-229,-0.220021423811051,0.999,0.999,1.35251043416162e-224,"6","UBC"
"GRN.3",6.67874301566217e-229,-0.217448811528625,0.999,0.999,1.60269796146845e-224,"6","GRN"
"YEATS4",1.56816800860838e-228,0.200143948702866,0.7,0.378,3.76313277025754e-224,"6","YEATS4"
"MRPL57",2.29115537927621e-228,0.223179963019546,0.987,0.944,5.49808556364913e-224,"6","MRPL57"
"SNU13",1.29433205983621e-227,0.209506123486759,0.991,0.962,3.10600864398896e-223,"6","SNU13"
"GPR34.3",2.05179406926712e-227,-0.311527266776371,0.87,0.915,4.92369022802031e-223,"6","GPR34"
"KPNB1",1.18481818230582e-226,0.325695361961373,0.985,0.907,2.84320819207927e-222,"6","KPNB1"
"UQCC2",1.39779719175947e-226,0.247555257981246,0.95,0.819,3.35429392106521e-222,"6","UQCC2"
"CLNS1A",1.67357591022121e-226,0.204287081703493,0.947,0.832,4.01608011175785e-222,"6","CLNS1A"
"BAZ1B",2.94636349065822e-226,0.27569990290156,0.894,0.64,7.07038846853253e-222,"6","BAZ1B"
"FBXO5",1.16767043450307e-224,0.260871219930211,0.439,0.115,2.80205874167702e-220,"6","FBXO5"
"ATP6V0E1.2",1.38935889368527e-223,-0.247775154132763,0.999,0.999,3.33404453717655e-219,"6","ATP6V0E1"
"SLCO2B1.3",4.8400599601e-222,-0.238012272514492,0.821,0.84,1.1614691886252e-217,"6","SLCO2B1"
"TTF2",5.67079046601503e-221,0.260462161121481,0.763,0.396,1.36081958812963e-216,"6","TTF2"
"EIF5B",7.53956070472062e-221,0.273605174480436,0.971,0.866,1.80926838231181e-216,"6","EIF5B"
"ACTB.3",3.4226247164511e-220,0.224687127471636,1,1,8.21327253206771e-216,"6","ACTB"
"RNF13.3",4.88648037100863e-220,-0.274198562402013,0.767,0.839,1.17260869463094e-215,"6","RNF13"
"ITM2B.1",1.02984348928197e-219,-0.237907812759265,1,1,2.47131542122994e-215,"6","ITM2B"
"NRP1.4",1.93374655618948e-219,-0.237194726552446,0.587,0.659,4.64041161088789e-215,"6","NRP1"
"HACD3",1.31183007207351e-218,0.213054404841794,0.734,0.426,3.14799862395481e-214,"6","HACD3"
"NUDC",3.9210753321523e-218,0.23223117902106,0.944,0.797,9.40940447456587e-214,"6","NUDC"
"EBP.2",1.20722796397395e-216,0.261013197456164,0.902,0.699,2.89698494514829e-212,"6","EBP"
"FCER1G",1.77604680287017e-216,-0.234129420602888,1,1,4.26197951284755e-212,"6","FCER1G"
"MRPL11",4.84714652260793e-216,0.202920137218413,0.894,0.694,1.16316975103023e-211,"6","MRPL11"
"ITGB1BP1",4.92168127007013e-216,0.201637383081234,0.805,0.564,1.18105585437873e-211,"6","ITGB1BP1"
"SNRPD3",6.99864382644315e-216,0.213321944296562,0.978,0.902,1.67946455903156e-211,"6","SNRPD3"
"SLC15A3.3",2.27804889884194e-215,-0.234246746054848,0.604,0.71,5.466633942551e-211,"6","SLC15A3"
"VDAC1",4.29923860936974e-214,0.229322269357038,0.988,0.943,1.03168828909046e-209,"6","VDAC1"
"ATP5MC3",5.55294265949169e-214,0.209966439621742,1,0.998,1.33253964999822e-209,"6","ATP5MC3"
"PLA2G7.4",1.045956932655e-213,-0.411052406188496,0.573,0.683,2.50998285129221e-209,"6","PLA2G7"
"HEXA.3",3.75287714927753e-212,-0.238127329772238,0.953,0.959,9.00577929512129e-208,"6","HEXA"
"CCT2.2",2.52610035514482e-211,0.27381563595338,0.937,0.743,6.06188302224103e-207,"6","CCT2"
"PSME2.2",8.15893756838753e-211,0.238813997686984,0.971,0.873,1.95790024828596e-206,"6","PSME2"
"TREM2.4",2.23660785278585e-209,-0.377896845058836,0.842,0.867,5.3671878643302e-205,"6","TREM2"
"CEBPZ",5.64803654312315e-209,0.210462601164968,0.809,0.52,1.35535932925326e-204,"6","CEBPZ"
"PRKAR1A.2",1.0448919657788e-208,-0.237431546836566,0.916,0.933,2.50742725027938e-204,"6","PRKAR1A"
"HAVCR2.1",2.15913260631067e-208,-0.243867059731396,0.801,0.868,5.18127051536371e-204,"6","HAVCR2"
"DKC1",3.08469680915182e-208,0.23720044016301,0.792,0.491,7.40234693292161e-204,"6","DKC1"
"CYCS",4.27568971763078e-207,0.272593716945735,0.996,0.959,1.02603726153986e-202,"6","CYCS"
"PPIA",1.93114301798073e-206,0.207748326831404,1,0.999,4.63416390024835e-202,"6","PPIA"
"LDHB.1",1.94855824437139e-206,0.261030690032831,0.999,0.994,4.67595521901802e-202,"6","LDHB"
"ZFP36L1.1",2.8010847643317e-206,-0.222399201372817,0.984,0.989,6.72176310896677e-202,"6","ZFP36L1"
"HIST1H4C.5",1.18056524043209e-204,0.460300108177354,0.912,0.685,2.83300240746488e-200,"6","HIST1H4C"
"HMGN2.4",1.45463110727402e-204,0.309975614815212,0.994,0.955,3.49067826812546e-200,"6","HMGN2"
"RNASE6.2",1.20079140299175e-203,-0.241849106961,0.997,0.996,2.88153912975931e-199,"6","RNASE6"
"NABP1",9.68772148364742e-203,-0.238511318377839,0.597,0.718,2.32476252443087e-198,"6","NABP1"
"TOMM40",9.89924490352566e-200,0.237666549934015,0.835,0.557,2.37552179949905e-195,"6","TOMM40"
"HLA-E",1.03390256942413e-199,-0.245595844584396,0.88,0.918,2.48105599584708e-195,"6","HLA-E"
"CPVL.3",2.04034201805138e-197,-0.311631200827534,0.692,0.758,4.8962087407179e-193,"6","CPVL"
"HSPA8",2.76071325663706e-197,0.323532138908785,1,0.99,6.62488360195196e-193,"6","HSPA8"
"DDX46",7.49318390252837e-197,0.224290440074181,0.971,0.885,1.79813934108973e-192,"6","DDX46"
"CD36.3",2.00803619529843e-195,-0.307889965540897,0.858,0.888,4.81868445785764e-191,"6","CD36"
"CTSL.3",2.23424830836589e-194,-0.503373778879516,0.642,0.706,5.36152566558562e-190,"6","CTSL"
"UBE2I",2.26510648630524e-194,0.204096769248659,0.979,0.911,5.43557603518669e-190,"6","UBE2I"
"PPA1.4",3.58327289379953e-194,0.205304036278907,0.965,0.827,8.59877996325073e-190,"6","PPA1"
"MTRNR2L1.4",2.63917768437364e-193,-0.414469687956345,0.938,0.957,6.33323468919142e-189,"6","MTRNR2L1"
"SMC1A",2.79632207606738e-192,0.306615919147603,0.939,0.765,6.71033408593888e-188,"6","SMC1A"
"MRPL12",4.92998320584437e-192,0.23727025613724,0.902,0.696,1.18304806990647e-187,"6","MRPL12"
"CKB.4",1.19952210129615e-191,0.268834146306758,0.836,0.642,2.87849318648036e-187,"6","CKB"
"GLMP.3",2.40387310036862e-191,-0.20762782828979,0.491,0.602,5.76857427895457e-187,"6","GLMP"
"RNF149.2",1.11842784053258e-190,-0.226971443926255,0.799,0.856,2.68389128892602e-186,"6","RNF149"
"BMP2K.3",1.24442014195047e-190,-0.21548174822884,0.784,0.818,2.98623501463855e-186,"6","BMP2K"
"PILRA.3",2.08395539874383e-189,-0.368371987402562,0.809,0.883,5.00086777036557e-185,"6","PILRA"
"SLIRP",2.52568005524821e-187,0.207320006200384,0.977,0.894,6.06087442857914e-183,"6","SLIRP"
"HLA-DMB",1.07545221305916e-186,-0.222595706019265,0.992,0.994,2.58076267567808e-182,"6","HLA-DMB"
"RSRP1",2.50128184133083e-185,-0.21939137238527,0.865,0.915,6.0023260346416e-181,"6","RSRP1"
"CCT6A",5.37051518940974e-184,0.25377627122024,0.98,0.914,1.28876253000266e-179,"6","CCT6A"
"SERINC1.1",7.85770237944661e-184,-0.217372609256611,0.799,0.848,1.8856128399958e-179,"6","SERINC1"
"NAA50",1.14040881837274e-181,0.209718909151592,0.89,0.713,2.73663904144907e-177,"6","NAA50"
"ABCA1.4",1.81318188031601e-181,-0.335517720530462,0.172,0.341,4.35109255819432e-177,"6","ABCA1"
"MRPL18",1.85722983046913e-181,0.203379454193752,0.925,0.744,4.45679442417676e-177,"6","MRPL18"
"CEBPB.1",3.98985504803597e-181,-0.281632318385832,0.901,0.927,9.57445515877192e-177,"6","CEBPB"
"FTL.4",5.63446076422111e-181,-0.273528625079718,1,1,1.35210154959014e-176,"6","FTL"
"CHCHD2",3.29827807166123e-177,0.261364098856243,0.983,0.97,7.91487788856544e-173,"6","CHCHD2"
"PMP22.3",7.7650338514063e-177,-0.202509628948065,0.466,0.546,1.86337517332197e-172,"6","PMP22"
"SLC11A1.3",4.93380084498969e-176,-0.230769870304279,0.36,0.48,1.18396418877218e-171,"6","SLC11A1"
"CD163.4",1.39864033588434e-175,-0.241162863818754,0.512,0.565,3.35631721402166e-171,"6","CD163"
"FAM136A",1.03678080024932e-174,0.203088418477343,0.862,0.635,2.4879628863583e-170,"6","FAM136A"
"ARL4C.3",1.49316516121173e-174,-0.359054695819846,0.518,0.629,3.5831484373598e-170,"6","ARL4C"
"SRRM1",1.47952315594784e-173,0.215937115982453,0.984,0.934,3.55041171732803e-169,"6","SRRM1"
"MGAT1.2",9.00066271579849e-173,-0.212283512416432,0.768,0.815,2.15988903191016e-168,"6","MGAT1"
"KIF20B",1.41564160469861e-172,0.219555390522478,0.702,0.324,3.39711515879526e-168,"6","KIF20B"
"CFLAR",4.76187082292242e-172,-0.216539301194644,0.717,0.806,1.14270614137669e-167,"6","CFLAR"
"BOLA3",8.67890532343533e-172,0.200596914832565,0.858,0.64,2.08267691046478e-167,"6","BOLA3"
"HDAC2",4.03671152105446e-171,0.207991446880032,0.891,0.71,9.6868966370744e-167,"6","HDAC2"
"IL10RA.1",1.39673448936556e-170,-0.207810661493193,0.582,0.696,3.35174375413054e-166,"6","IL10RA"
"H2AFX",2.31841713414186e-170,0.279812289832084,0.664,0.299,5.56350559680023e-166,"6","H2AFX"
"FKBP4",2.49468603037644e-170,0.223799875510345,0.841,0.601,5.98649806709434e-166,"6","FKBP4"
"MRC1.3",5.2275632481242e-170,-0.20657458436072,0.202,0.347,1.25445835265237e-165,"6","MRC1"
"FAM20C.2",1.59076900017736e-168,-0.208900188119273,0.666,0.73,3.8173683697256e-164,"6","FAM20C"
"HNRNPA2B1.1",5.93923721737749e-168,0.239053999558739,1,0.998,1.42523875505408e-163,"6","HNRNPA2B1"
"CD68.3",3.31695221534248e-166,-0.306487221207604,0.918,0.924,7.95969023115735e-162,"6","CD68"
"CCDC85B",1.51885292924535e-165,0.234650414295796,0.987,0.907,3.64479137431006e-161,"6","CCDC85B"
"IGF1.4",3.93206240511809e-164,-0.303489283682044,0.507,0.585,9.43577015356189e-160,"6","IGF1"
"PSMC3",2.31060695929109e-163,0.203543843693424,0.884,0.698,5.54476352021082e-159,"6","PSMC3"
"ACAT2.4",1.01204367934982e-161,0.287736444851096,0.818,0.582,2.42860121733575e-157,"6","ACAT2"
"ODC1",5.4902077542823e-161,0.203636066207861,0.767,0.503,1.31748515479512e-156,"6","ODC1"
"GSTP1",5.84686156728167e-161,0.264128557330336,0.999,0.991,1.40307137030058e-156,"6","GSTP1"
"NPL.3",5.46724739929175e-160,-0.259332127468053,0.57,0.64,1.31197535840804e-155,"6","NPL"
"SDF2L1.1",1.64577309470195e-159,0.273178171136521,0.979,0.851,3.94936169535626e-155,"6","SDF2L1"
"LPAR6",2.26948844332901e-159,-0.256552344811162,0.914,0.942,5.44609141745664e-155,"6","LPAR6"
"SRGN.3",2.09701659176583e-158,-0.368458017737519,0.997,0.996,5.03221071526047e-154,"6","SRGN"
"CEP78",4.52417101156227e-158,0.201095678256899,0.636,0.292,1.0856653176446e-153,"6","CEP78"
"TGFBI.3",9.83338405816897e-156,-0.235136584334328,0.98,0.971,2.35971717243881e-151,"6","TGFBI"
"ZMAT3.1",1.05328460738741e-153,-0.276741909187953,0.723,0.786,2.52756707234757e-149,"6","ZMAT3"
"ATP6AP1.3",3.44041233417426e-153,-0.200526676651746,0.908,0.912,8.25595747831796e-149,"6","ATP6AP1"
"ILF2",1.98944723623845e-152,0.201606344972688,0.93,0.769,4.77407653280142e-148,"6","ILF2"
"TRA2B",4.27244664891587e-152,0.202935204183002,0.904,0.702,1.02525902234034e-147,"6","TRA2B"
"IDH2",7.52053373113812e-152,0.263005925245376,0.982,0.911,1.80470247946121e-147,"6","IDH2"
"SARAF",3.65482861602728e-149,-0.213549637497067,0.99,0.993,8.77049222988065e-145,"6","SARAF"
"TGFBR1.3",6.06643352046413e-149,-0.210722611388113,0.932,0.932,1.45576205190578e-144,"6","TGFBR1"
"COTL1.3",1.80668403894015e-148,0.211622477965732,1,0.999,4.33549968824468e-144,"6","COTL1"
"ADAMDEC1.3",2.40533872647026e-147,-0.274336781770721,0.275,0.388,5.77209134191069e-143,"6","ADAMDEC1"
"HNRNPA3",3.94708215625898e-145,0.242491755657613,0.996,0.98,9.47181305037468e-141,"6","HNRNPA3"
